,PROLIFIC_PID,ExplanationPair,Need_for_Cognition,Need_for_closure,Susceptibility_to_persuasion,Skepticism,AI_Expertise,Domain,flipped_dim,MetricType,Evaluation
94247,65c22c96757cf5102a2d8903,101100v111100,0.65,0.5625,0.6875,0.75,0.5625,high,Length,Usefulness,1
92297,65c22c96757cf5102a2d8903,101101v111101,0.65,0.5625,0.6875,0.75,0.5625,high,Length,Trustworthiness,1
92492,65c22c96757cf5102a2d8903,101101v111101,0.65,0.5625,0.6875,0.75,0.5625,high,Length,Transparency,1
92687,65c22c96757cf5102a2d8903,101101v111101,0.65,0.5625,0.6875,0.75,0.5625,high,Length,Usefulness,1
101657,65c22c96757cf5102a2d8903,110101v110111,0.65,0.5625,0.6875,0.75,0.5625,high,Detail,Trustworthiness,0
101852,65c22c96757cf5102a2d8903,110101v110111,0.65,0.5625,0.6875,0.75,0.5625,high,Detail,Transparency,0
102047,65c22c96757cf5102a2d8903,110101v110111,0.65,0.5625,0.6875,0.75,0.5625,high,Detail,Usefulness,0
119597,65c22c96757cf5102a2d8903,111010v111110,0.65,0.5625,0.6875,0.75,0.5625,high,Formality,Trustworthiness,0
119792,65c22c96757cf5102a2d8903,111010v111110,0.65,0.5625,0.6875,0.75,0.5625,high,Formality,Transparency,0
119987,65c22c96757cf5102a2d8903,111010v111110,0.65,0.5625,0.6875,0.75,0.5625,high,Formality,Usefulness,0
19078,65c273252f46c0f1081a4d8d,000000v000001,0.8,0.5,0.625,0.8125,0.6875,low,Persuasiveness,Trustworthiness,0
19273,65c273252f46c0f1081a4d8d,000000v000001,0.8,0.5,0.625,0.8125,0.6875,low,Persuasiveness,Transparency,0
19468,65c273252f46c0f1081a4d8d,000000v000001,0.8,0.5,0.625,0.8125,0.6875,low,Persuasiveness,Usefulness,0
4258,65c273252f46c0f1081a4d8d,000111v010111,0.8,0.5,0.625,0.8125,0.6875,low,Length,Trustworthiness,1
4453,65c273252f46c0f1081a4d8d,000111v010111,0.8,0.5,0.625,0.8125,0.6875,low,Length,Transparency,1
4648,65c273252f46c0f1081a4d8d,000111v010111,0.8,0.5,0.625,0.8125,0.6875,low,Length,Usefulness,1
33118,65c273252f46c0f1081a4d8d,001001v001011,0.8,0.5,0.625,0.8125,0.6875,low,Detail,Trustworthiness,1
33313,65c273252f46c0f1081a4d8d,001001v001011,0.8,0.5,0.625,0.8125,0.6875,low,Detail,Transparency,1
33508,65c273252f46c0f1081a4d8d,001001v001011,0.8,0.5,0.625,0.8125,0.6875,low,Detail,Usefulness,1
22978,65c273252f46c0f1081a4d8d,001110v001111,0.8,0.5,0.625,0.8125,0.6875,low,Persuasiveness,Trustworthiness,0
23173,65c273252f46c0f1081a4d8d,001110v001111,0.8,0.5,0.625,0.8125,0.6875,low,Persuasiveness,Transparency,0
23368,65c273252f46c0f1081a4d8d,001110v001111,0.8,0.5,0.625,0.8125,0.6875,low,Persuasiveness,Usefulness,0
51838,65c273252f46c0f1081a4d8d,010000v010001,0.8,0.5,0.625,0.8125,0.6875,low,Persuasiveness,Trustworthiness,0
52033,65c273252f46c0f1081a4d8d,010000v010001,0.8,0.5,0.625,0.8125,0.6875,low,Persuasiveness,Transparency,0
52228,65c273252f46c0f1081a4d8d,010000v010001,0.8,0.5,0.625,0.8125,0.6875,low,Persuasiveness,Usefulness,0
82258,65c273252f46c0f1081a4d8d,100001v101001,0.8,0.5,0.625,0.8125,0.6875,high,Structure,Trustworthiness,1
82453,65c273252f46c0f1081a4d8d,100001v101001,0.8,0.5,0.625,0.8125,0.6875,high,Structure,Transparency,1
82648,65c273252f46c0f1081a4d8d,100001v101001,0.8,0.5,0.625,0.8125,0.6875,high,Structure,Usefulness,1
79138,65c273252f46c0f1081a4d8d,100000v100010,0.8,0.5,0.625,0.8125,0.6875,high,Detail,Trustworthiness,1
79333,65c273252f46c0f1081a4d8d,100000v100010,0.8,0.5,0.625,0.8125,0.6875,high,Detail,Transparency,1
79528,65c273252f46c0f1081a4d8d,100000v100010,0.8,0.5,0.625,0.8125,0.6875,high,Detail,Usefulness,1
93958,65c273252f46c0f1081a4d8d,101100v111100,0.8,0.5,0.625,0.8125,0.6875,high,Length,Trustworthiness,1
94153,65c273252f46c0f1081a4d8d,101100v111100,0.8,0.5,0.625,0.8125,0.6875,high,Length,Transparency,1
94348,65c273252f46c0f1081a4d8d,101100v111100,0.8,0.5,0.625,0.8125,0.6875,high,Length,Usefulness,1
91618,65c273252f46c0f1081a4d8d,101001v101101,0.8,0.5,0.625,0.8125,0.6875,high,Formality,Trustworthiness,1
91813,65c273252f46c0f1081a4d8d,101001v101101,0.8,0.5,0.625,0.8125,0.6875,high,Formality,Transparency,1
92008,65c273252f46c0f1081a4d8d,101001v101101,0.8,0.5,0.625,0.8125,0.6875,high,Formality,Usefulness,1
111118,65c273252f46c0f1081a4d8d,110001v110011,0.8,0.5,0.625,0.8125,0.6875,high,Detail,Trustworthiness,1
111313,65c273252f46c0f1081a4d8d,110001v110011,0.8,0.5,0.625,0.8125,0.6875,high,Detail,Transparency,1
111508,65c273252f46c0f1081a4d8d,110001v110011,0.8,0.5,0.625,0.8125,0.6875,high,Detail,Usefulness,1
17473,65c7e8ec2fc3afbaa35438e2,000010v001010,0.4,0.625,0.6875,0.9375,0.75,low,Structure,Trustworthiness,0
17668,65c7e8ec2fc3afbaa35438e2,000010v001010,0.4,0.625,0.6875,0.9375,0.75,low,Structure,Transparency,0
17863,65c7e8ec2fc3afbaa35438e2,000010v001010,0.4,0.625,0.6875,0.9375,0.75,low,Structure,Usefulness,0
22933,65c7e8ec2fc3afbaa35438e2,001110v001111,0.4,0.625,0.6875,0.9375,0.75,low,Persuasiveness,Trustworthiness,0
23128,65c7e8ec2fc3afbaa35438e2,001110v001111,0.4,0.625,0.6875,0.9375,0.75,low,Persuasiveness,Transparency,0
23323,65c7e8ec2fc3afbaa35438e2,001110v001111,0.4,0.625,0.6875,0.9375,0.75,low,Persuasiveness,Usefulness,0
46333,65c7e8ec2fc3afbaa35438e2,010000v010100,0.4,0.625,0.6875,0.9375,0.75,low,Formality,Trustworthiness,0
46528,65c7e8ec2fc3afbaa35438e2,010000v010100,0.4,0.625,0.6875,0.9375,0.75,low,Formality,Transparency,0
46723,65c7e8ec2fc3afbaa35438e2,010000v010100,0.4,0.625,0.6875,0.9375,0.75,low,Formality,Usefulness,0
38533,65c7e8ec2fc3afbaa35438e2,010110v010111,0.4,0.625,0.6875,0.9375,0.75,low,Persuasiveness,Trustworthiness,1
38728,65c7e8ec2fc3afbaa35438e2,010110v010111,0.4,0.625,0.6875,0.9375,0.75,low,Persuasiveness,Transparency,0
38923,65c7e8ec2fc3afbaa35438e2,010110v010111,0.4,0.625,0.6875,0.9375,0.75,low,Persuasiveness,Usefulness,1
40873,65c7e8ec2fc3afbaa35438e2,010111v011111,0.4,0.625,0.6875,0.9375,0.75,low,Structure,Trustworthiness,0
41068,65c7e8ec2fc3afbaa35438e2,010111v011111,0.4,0.625,0.6875,0.9375,0.75,low,Structure,Transparency,0
41263,65c7e8ec2fc3afbaa35438e2,010111v011111,0.4,0.625,0.6875,0.9375,0.75,low,Structure,Usefulness,0
83773,65c7e8ec2fc3afbaa35438e2,100000v101000,0.4,0.625,0.6875,0.9375,0.75,high,Structure,Trustworthiness,1
83968,65c7e8ec2fc3afbaa35438e2,100000v101000,0.4,0.625,0.6875,0.9375,0.75,high,Structure,Transparency,1
84163,65c7e8ec2fc3afbaa35438e2,100000v101000,0.4,0.625,0.6875,0.9375,0.75,high,Structure,Usefulness,1
70513,65c7e8ec2fc3afbaa35438e2,100100v100101,0.4,0.625,0.6875,0.9375,0.75,high,Persuasiveness,Trustworthiness,1
70708,65c7e8ec2fc3afbaa35438e2,100100v100101,0.4,0.625,0.6875,0.9375,0.75,high,Persuasiveness,Transparency,1
70903,65c7e8ec2fc3afbaa35438e2,100100v100101,0.4,0.625,0.6875,0.9375,0.75,high,Persuasiveness,Usefulness,1
69733,65c7e8ec2fc3afbaa35438e2,100110v110110,0.4,0.625,0.6875,0.9375,0.75,high,Length,Trustworthiness,0
69928,65c7e8ec2fc3afbaa35438e2,100110v110110,0.4,0.625,0.6875,0.9375,0.75,high,Length,Transparency,0
70123,65c7e8ec2fc3afbaa35438e2,100110v110110,0.4,0.625,0.6875,0.9375,0.75,high,Length,Usefulness,0
91573,65c7e8ec2fc3afbaa35438e2,101001v101101,0.4,0.625,0.6875,0.9375,0.75,high,Formality,Trustworthiness,1
91768,65c7e8ec2fc3afbaa35438e2,101001v101101,0.4,0.625,0.6875,0.9375,0.75,high,Formality,Transparency,1
91963,65c7e8ec2fc3afbaa35438e2,101001v101101,0.4,0.625,0.6875,0.9375,0.75,high,Formality,Usefulness,1
125113,65c7e8ec2fc3afbaa35438e2,111000v111001,0.4,0.625,0.6875,0.9375,0.75,high,Persuasiveness,Trustworthiness,0
125308,65c7e8ec2fc3afbaa35438e2,111000v111001,0.4,0.625,0.6875,0.9375,0.75,high,Persuasiveness,Transparency,1
125503,65c7e8ec2fc3afbaa35438e2,111000v111001,0.4,0.625,0.6875,0.9375,0.75,high,Persuasiveness,Usefulness,1
6471,65cb8b8e6eab3e66a7800ed1,000110v001110,0.75,0.5,0.5,0.6875,0.625,low,Structure,Trustworthiness,1
6666,65cb8b8e6eab3e66a7800ed1,000110v001110,0.75,0.5,0.5,0.6875,0.625,low,Structure,Transparency,0
6861,65cb8b8e6eab3e66a7800ed1,000110v001110,0.75,0.5,0.5,0.6875,0.625,low,Structure,Usefulness,0
32211,65cb8b8e6eab3e66a7800ed1,001010v001011,0.75,0.5,0.5,0.6875,0.625,low,Persuasiveness,Trustworthiness,1
32406,65cb8b8e6eab3e66a7800ed1,001010v001011,0.75,0.5,0.5,0.6875,0.625,low,Persuasiveness,Transparency,0
32601,65cb8b8e6eab3e66a7800ed1,001010v001011,0.75,0.5,0.5,0.6875,0.625,low,Persuasiveness,Usefulness,0
22851,65cb8b8e6eab3e66a7800ed1,001110v001111,0.75,0.5,0.5,0.6875,0.625,low,Persuasiveness,Trustworthiness,0
23046,65cb8b8e6eab3e66a7800ed1,001110v001111,0.75,0.5,0.5,0.6875,0.625,low,Persuasiveness,Transparency,0
23241,65cb8b8e6eab3e66a7800ed1,001110v001111,0.75,0.5,0.5,0.6875,0.625,low,Persuasiveness,Usefulness,0
50931,65cb8b8e6eab3e66a7800ed1,010010v011010,0.75,0.5,0.5,0.6875,0.625,low,Structure,Trustworthiness,1
51126,65cb8b8e6eab3e66a7800ed1,010010v011010,0.75,0.5,0.5,0.6875,0.625,low,Structure,Transparency,1
51321,65cb8b8e6eab3e66a7800ed1,010010v011010,0.75,0.5,0.5,0.6875,0.625,low,Structure,Usefulness,1
43131,65cb8b8e6eab3e66a7800ed1,010110v011110,0.75,0.5,0.5,0.6875,0.625,low,Structure,Trustworthiness,1
43326,65cb8b8e6eab3e66a7800ed1,010110v011110,0.75,0.5,0.5,0.6875,0.625,low,Structure,Transparency,1
43521,65cb8b8e6eab3e66a7800ed1,010110v011110,0.75,0.5,0.5,0.6875,0.625,low,Structure,Usefulness,1
95391,65cb8b8e6eab3e66a7800ed1,101001v101011,0.75,0.5,0.5,0.6875,0.625,high,Detail,Trustworthiness,0
95586,65cb8b8e6eab3e66a7800ed1,101001v101011,0.75,0.5,0.5,0.6875,0.625,high,Detail,Transparency,1
95781,65cb8b8e6eab3e66a7800ed1,101001v101011,0.75,0.5,0.5,0.6875,0.625,high,Detail,Usefulness,1
93051,65cb8b8e6eab3e66a7800ed1,101000v101100,0.75,0.5,0.5,0.6875,0.625,high,Formality,Trustworthiness,0
93246,65cb8b8e6eab3e66a7800ed1,101000v101100,0.75,0.5,0.5,0.6875,0.625,high,Formality,Transparency,1
93441,65cb8b8e6eab3e66a7800ed1,101000v101100,0.75,0.5,0.5,0.6875,0.625,high,Formality,Usefulness,1
90711,65cb8b8e6eab3e66a7800ed1,101100v101101,0.75,0.5,0.5,0.6875,0.625,high,Persuasiveness,Trustworthiness,0
90906,65cb8b8e6eab3e66a7800ed1,101100v101101,0.75,0.5,0.5,0.6875,0.625,high,Persuasiveness,Transparency,0
91101,65cb8b8e6eab3e66a7800ed1,101100v101101,0.75,0.5,0.5,0.6875,0.625,high,Persuasiveness,Usefulness,0
88371,65cb8b8e6eab3e66a7800ed1,101100v101110,0.75,0.5,0.5,0.6875,0.625,high,Detail,Trustworthiness,0
88566,65cb8b8e6eab3e66a7800ed1,101100v101110,0.75,0.5,0.5,0.6875,0.625,high,Detail,Transparency,1
88761,65cb8b8e6eab3e66a7800ed1,101100v101110,0.75,0.5,0.5,0.6875,0.625,high,Detail,Usefulness,0
110991,65cb8b8e6eab3e66a7800ed1,110001v110011,0.75,0.5,0.5,0.6875,0.625,high,Detail,Trustworthiness,0
111186,65cb8b8e6eab3e66a7800ed1,110001v110011,0.75,0.5,0.5,0.6875,0.625,high,Detail,Transparency,1
111381,65cb8b8e6eab3e66a7800ed1,110001v110011,0.75,0.5,0.5,0.6875,0.625,high,Detail,Usefulness,0
11942,65e0c2e2e32784e64bf561d2,000100v001100,0.85,0.8125,0.9375,1.0,0.75,low,Structure,Trustworthiness,0
12137,65e0c2e2e32784e64bf561d2,000100v001100,0.85,0.8125,0.9375,1.0,0.75,low,Structure,Transparency,1
12332,65e0c2e2e32784e64bf561d2,000100v001100,0.85,0.8125,0.9375,1.0,0.75,low,Structure,Usefulness,1
5702,65e0c2e2e32784e64bf561d2,000010v000110,0.85,0.8125,0.9375,1.0,0.75,low,Formality,Trustworthiness,0
5897,65e0c2e2e32784e64bf561d2,000010v000110,0.85,0.8125,0.9375,1.0,0.75,low,Formality,Transparency,1
6092,65e0c2e2e32784e64bf561d2,000010v000110,0.85,0.8125,0.9375,1.0,0.75,low,Formality,Usefulness,0
7262,65e0c2e2e32784e64bf561d2,000110v010110,0.85,0.8125,0.9375,1.0,0.75,low,Length,Trustworthiness,1
7457,65e0c2e2e32784e64bf561d2,000110v010110,0.85,0.8125,0.9375,1.0,0.75,low,Length,Transparency,1
7652,65e0c2e2e32784e64bf561d2,000110v010110,0.85,0.8125,0.9375,1.0,0.75,low,Length,Usefulness,1
35342,65e0c2e2e32784e64bf561d2,001010v011010,0.85,0.8125,0.9375,1.0,0.75,low,Length,Trustworthiness,1
35537,65e0c2e2e32784e64bf561d2,001010v011010,0.85,0.8125,0.9375,1.0,0.75,low,Length,Transparency,0
35732,65e0c2e2e32784e64bf561d2,001010v011010,0.85,0.8125,0.9375,1.0,0.75,low,Length,Usefulness,1
48602,65e0c2e2e32784e64bf561d2,010001v010011,0.85,0.8125,0.9375,1.0,0.75,low,Detail,Trustworthiness,0
48797,65e0c2e2e32784e64bf561d2,010001v010011,0.85,0.8125,0.9375,1.0,0.75,low,Detail,Transparency,1
48992,65e0c2e2e32784e64bf561d2,010001v010011,0.85,0.8125,0.9375,1.0,0.75,low,Detail,Usefulness,1
90722,65e0c2e2e32784e64bf561d2,101100v101101,0.85,0.8125,0.9375,1.0,0.75,high,Persuasiveness,Trustworthiness,1
90917,65e0c2e2e32784e64bf561d2,101100v101101,0.85,0.8125,0.9375,1.0,0.75,high,Persuasiveness,Transparency,1
91112,65e0c2e2e32784e64bf561d2,101100v101101,0.85,0.8125,0.9375,1.0,0.75,high,Persuasiveness,Usefulness,1
111002,65e0c2e2e32784e64bf561d2,110001v110011,0.85,0.8125,0.9375,1.0,0.75,high,Detail,Trustworthiness,0
111197,65e0c2e2e32784e64bf561d2,110001v110011,0.85,0.8125,0.9375,1.0,0.75,high,Detail,Transparency,0
111392,65e0c2e2e32784e64bf561d2,110001v110011,0.85,0.8125,0.9375,1.0,0.75,high,Detail,Usefulness,1
105542,65e0c2e2e32784e64bf561d2,110110v111110,0.85,0.8125,0.9375,1.0,0.75,high,Structure,Trustworthiness,0
105737,65e0c2e2e32784e64bf561d2,110110v111110,0.85,0.8125,0.9375,1.0,0.75,high,Structure,Transparency,1
105932,65e0c2e2e32784e64bf561d2,110110v111110,0.85,0.8125,0.9375,1.0,0.75,high,Structure,Usefulness,0
101642,65e0c2e2e32784e64bf561d2,110101v110111,0.85,0.8125,0.9375,1.0,0.75,high,Detail,Trustworthiness,1
101837,65e0c2e2e32784e64bf561d2,110101v110111,0.85,0.8125,0.9375,1.0,0.75,high,Detail,Transparency,1
102032,65e0c2e2e32784e64bf561d2,110101v110111,0.85,0.8125,0.9375,1.0,0.75,high,Detail,Usefulness,1
121922,65e0c2e2e32784e64bf561d2,111000v111100,0.85,0.8125,0.9375,1.0,0.75,high,Formality,Trustworthiness,1
122117,65e0c2e2e32784e64bf561d2,111000v111100,0.85,0.8125,0.9375,1.0,0.75,high,Formality,Transparency,0
122312,65e0c2e2e32784e64bf561d2,111000v111100,0.85,0.8125,0.9375,1.0,0.75,high,Formality,Usefulness,1
18980,65e646da8809bd962f8da706,000000v000001,0.75,0.75,0.625,0.75,0.625,low,Persuasiveness,Trustworthiness,0
19175,65e646da8809bd962f8da706,000000v000001,0.75,0.75,0.625,0.75,0.625,low,Persuasiveness,Transparency,0
19370,65e646da8809bd962f8da706,000000v000001,0.75,0.75,0.625,0.75,0.625,low,Persuasiveness,Usefulness,0
16640,65e646da8809bd962f8da706,000000v000010,0.75,0.75,0.625,0.75,0.625,low,Detail,Trustworthiness,0
16835,65e646da8809bd962f8da706,000000v000010,0.75,0.75,0.625,0.75,0.625,low,Detail,Transparency,1
17030,65e646da8809bd962f8da706,000000v000010,0.75,0.75,0.625,0.75,0.625,low,Detail,Usefulness,1
15080,65e646da8809bd962f8da706,000011v001011,0.75,0.75,0.625,0.75,0.625,low,Structure,Trustworthiness,1
15275,65e646da8809bd962f8da706,000011v001011,0.75,0.75,0.625,0.75,0.625,low,Structure,Transparency,1
15470,65e646da8809bd962f8da706,000011v001011,0.75,0.75,0.625,0.75,0.625,low,Structure,Usefulness,1
24440,65e646da8809bd962f8da706,001011v001111,0.75,0.75,0.625,0.75,0.625,low,Formality,Trustworthiness,1
24635,65e646da8809bd962f8da706,001011v001111,0.75,0.75,0.625,0.75,0.625,low,Formality,Transparency,1
24830,65e646da8809bd962f8da706,001011v001111,0.75,0.75,0.625,0.75,0.625,low,Formality,Usefulness,0
38480,65e646da8809bd962f8da706,010110v010111,0.75,0.75,0.625,0.75,0.625,low,Persuasiveness,Trustworthiness,1
38675,65e646da8809bd962f8da706,010110v010111,0.75,0.75,0.625,0.75,0.625,low,Persuasiveness,Transparency,0
38870,65e646da8809bd962f8da706,010110v010111,0.75,0.75,0.625,0.75,0.625,low,Persuasiveness,Usefulness,0
65780,65e646da8809bd962f8da706,100111v101111,0.75,0.75,0.625,0.75,0.625,high,Structure,Trustworthiness,1
65975,65e646da8809bd962f8da706,100111v101111,0.75,0.75,0.625,0.75,0.625,high,Structure,Transparency,1
66170,65e646da8809bd962f8da706,100111v101111,0.75,0.75,0.625,0.75,0.625,high,Structure,Usefulness,1
92300,65e646da8809bd962f8da706,101101v111101,0.75,0.75,0.625,0.75,0.625,high,Length,Trustworthiness,1
92495,65e646da8809bd962f8da706,101101v111101,0.75,0.75,0.625,0.75,0.625,high,Length,Transparency,1
92690,65e646da8809bd962f8da706,101101v111101,0.75,0.75,0.625,0.75,0.625,high,Length,Usefulness,1
121940,65e646da8809bd962f8da706,111000v111100,0.75,0.75,0.625,0.75,0.625,high,Formality,Trustworthiness,0
122135,65e646da8809bd962f8da706,111000v111100,0.75,0.75,0.625,0.75,0.625,high,Formality,Transparency,0
122330,65e646da8809bd962f8da706,111000v111100,0.75,0.75,0.625,0.75,0.625,high,Formality,Usefulness,0
120380,65e646da8809bd962f8da706,111100v111101,0.75,0.75,0.625,0.75,0.625,high,Persuasiveness,Trustworthiness,1
120575,65e646da8809bd962f8da706,111100v111101,0.75,0.75,0.625,0.75,0.625,high,Persuasiveness,Transparency,0
120770,65e646da8809bd962f8da706,111100v111101,0.75,0.75,0.625,0.75,0.625,high,Persuasiveness,Usefulness,0
117260,65e646da8809bd962f8da706,111101v111111,0.75,0.75,0.625,0.75,0.625,high,Detail,Trustworthiness,0
117455,65e646da8809bd962f8da706,111101v111111,0.75,0.75,0.625,0.75,0.625,high,Detail,Transparency,0
117650,65e646da8809bd962f8da706,111101v111111,0.75,0.75,0.625,0.75,0.625,high,Detail,Usefulness,0
10408,65fadbc0d3a20ce12447512a,000101v010101,0.55,0.4375,0.6875,0.75,0.5,low,Length,Trustworthiness,1
10603,65fadbc0d3a20ce12447512a,000101v010101,0.55,0.4375,0.6875,0.75,0.5,low,Length,Transparency,1
10798,65fadbc0d3a20ce12447512a,000101v010101,0.55,0.4375,0.6875,0.75,0.5,low,Length,Usefulness,1
36928,65fadbc0d3a20ce12447512a,001001v011001,0.55,0.4375,0.6875,0.75,0.5,low,Length,Trustworthiness,0
37123,65fadbc0d3a20ce12447512a,001001v011001,0.55,0.4375,0.6875,0.75,0.5,low,Length,Transparency,0
37318,65fadbc0d3a20ce12447512a,001001v011001,0.55,0.4375,0.6875,0.75,0.5,low,Length,Usefulness,0
22888,65fadbc0d3a20ce12447512a,001110v001111,0.55,0.4375,0.6875,0.75,0.5,low,Persuasiveness,Trustworthiness,0
23083,65fadbc0d3a20ce12447512a,001110v001111,0.55,0.4375,0.6875,0.75,0.5,low,Persuasiveness,Transparency,0
23278,65fadbc0d3a20ce12447512a,001110v001111,0.55,0.4375,0.6875,0.75,0.5,low,Persuasiveness,Usefulness,0
96988,65fadbc0d3a20ce12447512a,101000v101010,0.55,0.4375,0.6875,0.75,0.5,high,Detail,Trustworthiness,1
97183,65fadbc0d3a20ce12447512a,101000v101010,0.55,0.4375,0.6875,0.75,0.5,high,Detail,Transparency,1
97378,65fadbc0d3a20ce12447512a,101000v101010,0.55,0.4375,0.6875,0.75,0.5,high,Detail,Usefulness,1
121168,65fadbc0d3a20ce12447512a,111001v111101,0.55,0.4375,0.6875,0.75,0.5,high,Formality,Trustworthiness,1
121363,65fadbc0d3a20ce12447512a,111001v111101,0.55,0.4375,0.6875,0.75,0.5,high,Formality,Transparency,1
121558,65fadbc0d3a20ce12447512a,111001v111101,0.55,0.4375,0.6875,0.75,0.5,high,Formality,Usefulness,1
9571,65faee440578e47facaf0488,000101v001101,0.75,0.375,0.6875,1.0,0.6875,low,Structure,Trustworthiness,1
9766,65faee440578e47facaf0488,000101v001101,0.75,0.375,0.6875,1.0,0.6875,low,Structure,Transparency,0
9961,65faee440578e47facaf0488,000101v001101,0.75,0.375,0.6875,1.0,0.6875,low,Structure,Usefulness,1
36871,65faee440578e47facaf0488,001001v011001,0.75,0.375,0.6875,1.0,0.6875,low,Length,Trustworthiness,1
37066,65faee440578e47facaf0488,001001v011001,0.75,0.375,0.6875,1.0,0.6875,low,Length,Transparency,1
37261,65faee440578e47facaf0488,001001v011001,0.75,0.375,0.6875,1.0,0.6875,low,Length,Usefulness,1
32971,65faee440578e47facaf0488,001001v001011,0.75,0.375,0.6875,1.0,0.6875,low,Detail,Trustworthiness,0
33166,65faee440578e47facaf0488,001001v001011,0.75,0.375,0.6875,1.0,0.6875,low,Detail,Transparency,1
33361,65faee440578e47facaf0488,001001v001011,0.75,0.375,0.6875,1.0,0.6875,low,Detail,Usefulness,1
61051,65faee440578e47facaf0488,011001v011011,0.75,0.375,0.6875,1.0,0.6875,low,Detail,Trustworthiness,1
61246,65faee440578e47facaf0488,011001v011011,0.75,0.375,0.6875,1.0,0.6875,low,Detail,Transparency,1
61441,65faee440578e47facaf0488,011001v011011,0.75,0.375,0.6875,1.0,0.6875,low,Detail,Usefulness,1
80551,65faee440578e47facaf0488,100010v110010,0.75,0.375,0.6875,1.0,0.6875,high,Length,Trustworthiness,0
80746,65faee440578e47facaf0488,100010v110010,0.75,0.375,0.6875,1.0,0.6875,high,Length,Transparency,1
80941,65faee440578e47facaf0488,100010v110010,0.75,0.375,0.6875,1.0,0.6875,high,Length,Usefulness,1
73531,65faee440578e47facaf0488,100000v100100,0.75,0.375,0.6875,1.0,0.6875,high,Formality,Trustworthiness,1
73726,65faee440578e47facaf0488,100000v100100,0.75,0.375,0.6875,1.0,0.6875,high,Formality,Transparency,1
73921,65faee440578e47facaf0488,100000v100100,0.75,0.375,0.6875,1.0,0.6875,high,Formality,Usefulness,1
86791,65faee440578e47facaf0488,101011v101111,0.75,0.375,0.6875,1.0,0.6875,high,Formality,Trustworthiness,1
86986,65faee440578e47facaf0488,101011v101111,0.75,0.375,0.6875,1.0,0.6875,high,Formality,Transparency,1
87181,65faee440578e47facaf0488,101011v101111,0.75,0.375,0.6875,1.0,0.6875,high,Formality,Usefulness,1
118771,65faee440578e47facaf0488,111100v111110,0.75,0.375,0.6875,1.0,0.6875,high,Detail,Trustworthiness,1
118966,65faee440578e47facaf0488,111100v111110,0.75,0.375,0.6875,1.0,0.6875,high,Detail,Transparency,0
119161,65faee440578e47facaf0488,111100v111110,0.75,0.375,0.6875,1.0,0.6875,high,Detail,Usefulness,1
47904,66095ea2bebd1034a019c906,010010v010011,0.85,0.6875,0.5625,0.8125,0.625,low,Persuasiveness,Trustworthiness,0
48099,66095ea2bebd1034a019c906,010010v010011,0.85,0.6875,0.5625,0.8125,0.625,low,Persuasiveness,Transparency,1
48294,66095ea2bebd1034a019c906,010010v010011,0.85,0.6875,0.5625,0.8125,0.625,low,Persuasiveness,Usefulness,0
46344,66095ea2bebd1034a019c906,010000v010100,0.85,0.6875,0.5625,0.8125,0.625,low,Formality,Trustworthiness,1
46539,66095ea2bebd1034a019c906,010000v010100,0.85,0.6875,0.5625,0.8125,0.625,low,Formality,Transparency,1
46734,66095ea2bebd1034a019c906,010000v010100,0.85,0.6875,0.5625,0.8125,0.625,low,Formality,Usefulness,0
44004,66095ea2bebd1034a019c906,010100v010101,0.85,0.6875,0.5625,0.8125,0.625,low,Persuasiveness,Trustworthiness,1
44199,66095ea2bebd1034a019c906,010100v010101,0.85,0.6875,0.5625,0.8125,0.625,low,Persuasiveness,Transparency,0
44394,66095ea2bebd1034a019c906,010100v010101,0.85,0.6875,0.5625,0.8125,0.625,low,Persuasiveness,Usefulness,1
61944,66095ea2bebd1034a019c906,011000v011010,0.85,0.6875,0.5625,0.8125,0.625,low,Detail,Trustworthiness,1
62139,66095ea2bebd1034a019c906,011000v011010,0.85,0.6875,0.5625,0.8125,0.625,low,Detail,Transparency,0
62334,66095ea2bebd1034a019c906,011000v011010,0.85,0.6875,0.5625,0.8125,0.625,low,Detail,Usefulness,1
55704,66095ea2bebd1034a019c906,011011v011111,0.85,0.6875,0.5625,0.8125,0.625,low,Formality,Trustworthiness,0
55899,66095ea2bebd1034a019c906,011011v011111,0.85,0.6875,0.5625,0.8125,0.625,low,Formality,Transparency,1
56094,66095ea2bebd1034a019c906,011011v011111,0.85,0.6875,0.5625,0.8125,0.625,low,Formality,Usefulness,1
81444,66095ea2bebd1034a019c906,100000v100001,0.85,0.6875,0.5625,0.8125,0.625,high,Persuasiveness,Trustworthiness,1
81639,66095ea2bebd1034a019c906,100000v100001,0.85,0.6875,0.5625,0.8125,0.625,high,Persuasiveness,Transparency,1
81834,66095ea2bebd1034a019c906,100000v100001,0.85,0.6875,0.5625,0.8125,0.625,high,Persuasiveness,Usefulness,1
75984,66095ea2bebd1034a019c906,100010v100011,0.85,0.6875,0.5625,0.8125,0.625,high,Persuasiveness,Trustworthiness,0
76179,66095ea2bebd1034a019c906,100010v100011,0.85,0.6875,0.5625,0.8125,0.625,high,Persuasiveness,Transparency,1
76374,66095ea2bebd1034a019c906,100010v100011,0.85,0.6875,0.5625,0.8125,0.625,high,Persuasiveness,Usefulness,1
111864,66095ea2bebd1034a019c906,110011v111011,0.85,0.6875,0.5625,0.8125,0.625,high,Structure,Trustworthiness,0
